id,name,category,source,modified,has_density,has_embedding,aliases
a7bc8e4c-5a2e-492e-8ad9-11c480f7ec11,"Biscuit ou cracker apéritif, soufflé, goût fromage",,ciqual,False,False,False,
8a5d0d18-200d-4543-beca-0be11b673dc4,"Biscuit ou cracker apéritif, soufflé, goût pomme de terre",,ciqual,False,False,False,
6b85009f-a7b6-4420-8f6f-14866c8507d7,"Biscuit ou cracker apéritif, soufflé, nature",,ciqual,False,False,False,
77ae26d8-9e03-4d12-a646-0648e3fe70a9,"Biscuit ou cracker apéritif, soufflé, sans précision (aliment moyen)",,ciqual,False,False,False,
4572eedd-2b4a-4ff2-8ba1-5470d1ee0262,"Biscuit ou cracker apéritif, tuile, à base de pomme de terre",,ciqual,False,False,False,
68bc48ed-eb99-4441-ba33-374df25fe541,"Biscuit ou cracker apéritif, à base de blé, assortiment",,ciqual,False,False,False,
76280046-8ce3-4e5f-8b76-c0d32f680015,"Biscuit ou cracker apéritif, à base de blé, au fromage",,ciqual,False,False,False,
abf6e4b1-9094-461e-a007-bed2afcd50ab,"Biscuit ou cracker apéritif, à base de blé, nature ou aromatisé",,ciqual,False,False,False,
bd5ff17d-acc1-4acb-9ff2-e1703423f5e0,"Biscuit ou cracker apéritif, à base de blé, nature, allégé en matière grasse",,ciqual,False,False,False,
958c4ce3-5b37-457a-8260-82f2c34942f9,"Biscuit ou cracker apéritif, à base de riz et cacahuètes enrobées, mélange japonais",,ciqual,False,False,False,
be04e0c0-d408-4be0-a51e-640b5b6ff99a,Biscuit pour bébé,,ciqual,False,False,False,
d2267c67-330f-4a46-834e-13e8cd90cee6,"Biscuit sec (tartelette), nappé au chocolat, préemballé",,ciqual,False,False,False,
917790d2-3f69-4e8f-a65f-069bfb47fcae,"Biscuit sec (tartelette), nappé aux fruits, préemballé",,ciqual,False,False,False,
cf85d5bd-8f77-47a4-b048-c2c56833f077,"Biscuit sec au chocolat, enrichi en vitamines et minéraux",,ciqual,False,False,False,
4be7f277-a793-4eab-aaf1-94ce59db5c90,"Biscuit sec au chocolat, non enrichi",,ciqual,False,False,False,
2029804b-d091-48af-b960-4a2f0c513249,"Biscuit sec au chocolat, sans sucres ajoutés, avec édulcorants, enrichi en vitamines",,ciqual,False,False,False,
37b3a148-15d1-4d2f-92c1-373f36c4c9a4,"Biscuit sec au soja, enrichi en vitamines et minéraux",,ciqual,False,False,False,
00f6f7d5-7532-4139-bc21-72b819056232,"Biscuit sec au sésame, enrichi en vitamines et minéraux",,ciqual,False,False,False,
da815031-20a8-4c5f-8a51-198f44531f5b,"Biscuit sec au sésame, non enrichi",,ciqual,False,False,False,
55796554-96c4-48d5-8fe9-6cea76b42454,Biscuit sec aux céréales complètes,,ciqual,False,False,False,
def3bfb0-2643-425a-a0b8-ad1db4a5f755,"Biscuit sec aux fruits, hyposodé ou à teneur réduite en sel",,ciqual,False,False,False,
d1bc5f2c-3c9c-49d6-9ef7-66fee407e409,Biscuit sec aux oeufs à la cuillère (cuiller) ou boudoir,,ciqual,False,False,False,
4571056b-722d-45c2-a73c-2232c6e7f210,Biscuit sec avec tablette de chocolat,,ciqual,False,False,False,
bd6858c3-6a6b-45dc-82c2-1c8c67f3f567,Biscuit sec avec tablette de chocolat et fourrage au lait,,ciqual,False,False,False,
d0b7a2c2-c747-4887-8dc5-857ed1b8bb84,Biscuit sec croquant aux amandes (ex. canistrelli),,ciqual,False,False,False,
64fd1546-71f4-4fe3-badf-8e433ad3bfca,"Biscuit sec feuilleté, type palmier ou autres, artisanal",,ciqual,False,False,False,
ec0280b1-fe39-442d-8f9d-867c90dc149a,"Biscuit sec feuilleté, type palmier ou autres, nappé de chocolat",,ciqual,False,False,False,
39473c60-7572-4ab3-bcd3-3e3338a44e81,"Biscuit sec feuilleté, type palmier ou autres, préemballé",,ciqual,False,False,False,
eff914eb-bbba-43ac-8df3-8fe06aea5178,"Biscuit sec fin ou tuile, aux amandes",,ciqual,False,False,False,
9976f98b-3b3e-465e-8e33-ed6cbc21ddd9,"Biscuit sec fin ou tuile, saveur citron ou orange",,ciqual,False,False,False,
5f190fbc-0e67-4e84-b40c-2bf54b6824a0,"Biscuit sec fourré aux fruits, allégé en matière grasse",,ciqual,False,False,False,
1a12a720-3b27-411e-8258-87a2d13a5cb9,Biscuit sec fourré à la pâte ou purée de fruits (ex : figue),,ciqual,False,False,False,
867c4207-72de-4cac-b425-6108c547f672,Biscuit sec nature,,ciqual,False,False,False,
0eb6096e-06ed-4537-9921-c311a12a90ec,Biscuit sec ou galette à l'avoine,,ciqual,False,False,False,
25aa5473-bdc1-4106-926b-237ffd8a8ab5,"Biscuit sec ou galette à l'avoine, nappée de chocolat",,ciqual,False,False,False,
84e33f68-137a-45fb-bed4-9a5579529778,Biscuit sec petit beurre,,ciqual,False,False,False,
b2f36b24-3b23-4d42-8fd1-08b37928284c,Biscuit sec petit beurre au blé complet,,ciqual,False,False,False,
8144be94-05f0-442a-8065-fe4b9533b477,Biscuit sec petit beurre au chocolat (tablette ou pépites),,ciqual,False,False,False,
1c0ae46f-8185-4625-a119-c0709e7f680a,"Biscuit sec pour petit déjeuner, allégé en sucres",,ciqual,False,False,False,
5e27c327-cf0d-448f-850d-283f5dabb67d,"Biscuit sec pour petit déjeuner, au chocolat, non enrichi",,ciqual,False,False,False,
c428338d-9b5e-447c-b339-f846a3110675,"Biscuit sec pour petit déjeuner, sans chocolat, non enrichi",,ciqual,False,False,False,
